code,market,cn_name,revenue_growth,revenue_conf,net_profit,net_conf,ocf_change,ocf_conf,core_driver,driver_conf,core_risk,risk_conf,overall_conf,file
603500,SH,祥和实业,+25.01%,high,+78.31%,high,,missing,轨道交通业务爆发,high,[轨道交通业务爆发],mid,missing,603500_SH_祥和实业.md
603501,SH,豪威集团,,missing,,missing,,missing,汽车智能化渗透加速,high,[汽车智能化渗透加速],mid,missing,603501_SH_豪威集团.md
603505,SH,金石资源,,missing,,missing,,missing,包头“选化一体”项目产能释放,high,[包头“选化一体”项目产能释放],mid,missing,603505_SH_金石资源.md
603506,SH,南都物业,,missing,+353.0%,high,,missing,安邦护卫股价上涨,high,[安邦护卫股价上涨],mid,missing,603506_SH_南都物业.md
603507,SH,振江股份,,missing,-37.48%,high,↓,low,产能扩张与爬坡,high,[美国工厂投产初期],mid,missing,603507_SH_振江股份.md
603508,SH,思维列控,,missing,,missing,+14.82%,high,铁路安全防护产品（LSP、CMD）爆发,high,[铁路安全防护产品（LSP、CMD）爆发],mid,missing,603508_SH_思维列控.md
603511,SH,爱慕股份,+3.02%,high,-20.0%,mid,,missing,消费结构K型分化,high,[消费结构K型分化],mid,missing,603511_SH_爱慕股份.md
603515,SH,欧普照明,-1.78%,high,,missing,+4.41%,high,行业需求萎缩,high,核心风险在于营收持续萎缩与利润依赖非经常性损益的脆弱性,high,missing,603515_SH_欧普照明.md
603517,SH,ST绝味,,missing,-9.71%,mid,↓,low,,missing,消费市场呈现“K型分化”，消费者追求性价比,mid,missing,603517_SH_ST绝味.md
603518,SH,锦泓集团,+69.0%,mid,-26.0%,high,,missing,IP授权业务放量,high,[IP授权业务放量],mid,missing,603518_SH_锦泓集团.md
603527,SH,众源新材,+18.53%,high,-18.53%,mid,,missing,产能扩张与折旧激增,high,[产能扩张与折旧激增],mid,missing,603527_SH_众源新材.md
603529,SH,爱玛科技,+16.14%,high,,missing,,missing,新国标切换与产品结构优化,high,[新国标切换与产品结构优化],mid,missing,603529_SH_爱玛科技.md
603530,SH,神马电力,+27.94%,high,,missing,,missing,全球电网投资与新型电力系统建设,high,[全球电网投资与新型电力系统建设],mid,missing,603530_SH_神马电力.md
603533,SH,掌阅科技,+25.53%,high,-38.26%,mid,↓,low,短剧等衍生业务爆发式增长,high,[短剧等衍生业务爆发式增长],mid,low,603533_SH_掌阅科技.md
603538,SH,美诺华,+9.49%,high,+53.02%,high,,missing,制剂业务高速放量,high,[制剂业务高速放量],mid,missing,603538_SH_美诺华.md
603556,SH,海兴电力,+1670.81%,mid,,missing,+60.0%,high,国内电网招标价格与数量波动,high,[国内电网招标价格与数量波动],mid,missing,603556_SH_海兴电力.md
603558,SH,健盛集团,+0.59%,high,-1.4%,mid,,missing,全球化产能布局（越南+埃及）,high,[全球化产能布局（越南+埃及）],mid,missing,603558_SH_健盛集团.md
603565,SH,中谷物流,+15.02%,mid,+9.03%,high,,missing,,missing,国家环保政策（碳达峰、碳双控）,mid,missing,603565_SH_中谷物流.md
603569,SH,长久物流,,missing,-236.89%,mid,,missing,,missing,整车运输运价持续承压,mid,missing,603569_SH_长久物流.md
603577,SH,汇金通,+214.26%,mid,-33.39%,high,,missing,量价齐跌,high,[成本降幅不及售价],mid,missing,603577_SH_汇金通.md
603579,SH,荣泰健康,+30.0%,mid,-60.94%,high,,missing,,missing,[外销收入下滑]** ->,high,missing,603579_SH_荣泰健康.md
603585,SH,苏利股份,+20.28%,mid,盈,low,,missing,全球农化景气度回升，主要产品价格提升,high,[全球农化景气度回升，主要产品价格提升],mid,missing,603585_SH_苏利股份.md
603586,SH,金麒麟,+764.68%,high,,missing,+764.68%,high,模具周期管理改善,high,[模具周期管理改善],mid,missing,603586_SH_金麒麟.md
603587,SH,地素时尚,-3.72%,high,-14.2%,high,,missing,消费降级与需求疲软,high,[消费降级与需求疲软],mid,missing,603587_SH_地素时尚.md
603588,SH,高能环境,,missing,盈,low,,missing,金昌高能项目全面投产，铂族金属分离提纯能,high,[金昌高能项目全面投产，铂族金属分离提纯能力跻身行业领先],mid,missing,603588_SH_高能环境.md
603589,SH,口子窖,+34.51%,mid,-59.32%,high,↓,low,宏观经济下行与消费疲软,high,[宏观经济下行与消费疲软],mid,low,603589_SH_口子窖.md
603590,SH,康辰药业,+10.87%,high,+293.13%,high,,missing,核心产品苏灵销量增长19.96%,high,[核心产品苏灵销量增长19.96%],mid,missing,603590_SH_康辰药业.md
603595,SH,ST东尼,+78.74%,high,亏,low,-59.53%,high,新能源业务（FPC/CCS）规模化放量,high,[新能源业务（FPC/CCS）规模化放量],mid,low,603595_SH_ST东尼.md
603596,SH,伯特利,+20.91%,high,,missing,,missing,智能电控产品放量,high,[智能电控产品放量],mid,missing,603596_SH_伯特利.md
603600,SH,永艺股份,+11.81%,mid,,missing,,missing,人民币兑美元升值,high,[人民币兑美元升值],mid,missing,603600_SH_永艺股份.md
603601,SH,再升科技,-13.63%,high,,missing,+35.72%,high,,missing,[下游需求波动]** ->,mid,missing,603601_SH_再升科技.md
603605,SH,珀莱雅,-10.39%,high,,missing,+98.12%,high,,missing,核心品牌珀莱雅营收下滑10.39%,high,missing,603605_SH_珀莱雅.md
603606,SH,东方电缆,+70.83%,mid,+26.11%,high,,missing,海缆系统高附加值产品放量,high,[海缆系统高附加值产品放量],mid,missing,603606_SH_东方电缆.md
603608,SH,天创时尚,+4.54%,mid,-11.64%,mid,,missing,,missing,,missing,missing,603608_SH_天创时尚.md
603610,SH,麒盛科技,-41.23%,mid,-41.23%,mid,,missing,美国床垫巨头SGI（原泰普尔丝涟）收购M,high,[美国床垫巨头SGI（原泰普尔丝涟）收购Mattress F,mid,missing,603610_SH_麒盛科技.md
603611,SH,诺力股份,+2.81%,mid,-17.3%,high,,missing,海外地缘政治与贸易壁垒加剧,high,[海外地缘政治与贸易壁垒加剧],mid,missing,603611_SH_诺力股份.md
603612,SH,索通发展,+28.68%,high,+174.0%,high,,missing,预焙阳极价格与销量双升,high,[预焙阳极价格与销量双升],mid,missing,603612_SH_索通发展.md
603615,SH,茶花股份,+4.34%,mid,,missing,↓,low,收购达迈智能，新增电子元器件分销业务,high,[收购达迈智能，新增电子元器件分销业务],mid,missing,603615_SH_茶花股份.md
603616,SH,韩建河山,+43.39%,mid,,missing,,missing,出售亏损子公司清青环保,high,[出售亏损子公司清青环保],high,missing,603616_SH_韩建河山.md
603617,SH,君禾股份,+1.06%,high,,missing,↑,low,电商业务爆发式增长,high,[电商业务爆发式增长],mid,missing,603617_SH_君禾股份.md
603618,SH,杭电股份,+210.0%,mid,,missing,,missing,铜箔业务产能爬坡与光通信板块巨额亏损,high,[铜箔业务产能爬坡与光通信板块巨额亏损],high,missing,603618_SH_杭电股份.md
603619,SH,中曼石油,+8.44%,mid,-29.8%,high,,missing,国际油价全年均价下跌约15%,high,[国际油价全年均价下跌约15%],mid,missing,603619_SH_中曼石油.md
603626,SH,科森科技,-7.37%,high,,missing,,missing,消费电子需求疲软与产品结构低端化,high,[消费电子需求疲软与产品结构低端化],mid,missing,603626_SH_科森科技.md
603637,SH,镇海股份,-10.75%,high,-32.0%,high,,missing,石化行业投资结构分化,high,[石化行业投资结构分化],mid,missing,603637_SH_镇海股份.md
603638,SH,艾迪精密,+17.29%,high,,missing,+230.34%,high,工程机械行业触底回升,high,[工程机械行业触底回升],mid,missing,603638_SH_艾迪精密.md
603650,SH,彤程新材,,missing,+8.86%,high,,missing,,missing,全球半导体销售额增长26.2%（WSTS数据）,mid,missing,603650_SH_彤程新材.md
603656,SH,泰禾智能,+9.27%,high,+183.0%,high,,missing,收购阳光优储，切入储能赛道,high,[收购阳光优储，切入储能赛道],mid,missing,603656_SH_泰禾智能.md
603658,SH,安图生物,+70.0%,mid,,missing,,missing,集采降价压力,high,[高研发投入构筑壁垒],mid,missing,603658_SH_安图生物.md
603659,SH,璞泰来,,missing,,missing,,missing,全球储能电池出货量爆发式增长,high,[全球储能电池出货量爆发式增长],mid,missing,603659_SH_璞泰来.md
603663,SH,三祥新材,,missing,,missing,,missing,核级海绵锆量产与出口突破,high,[核级海绵锆量产与出口突破],mid,missing,603663_SH_三祥新材.md
603665,SH,康隆达,,missing,盈,low,-48.44%,high,越南基地产能释放,high,[越南基地产能释放],mid,missing,603665_SH_康隆达.md
603676,SH,卫信康,-12.65%,high,,missing,,missing,核心产品集采降价,high,[核心产品集采降价],mid,missing,603676_SH_卫信康.md
603677,SH,奇精机械,+6.69%,mid,-28.49%,high,,missing,行业竞争加剧与成本上升,high,[行业竞争加剧与成本上升],mid,missing,603677_SH_奇精机械.md
603678,SH,火炬电子,+47.09%,high,,missing,,missing,“十四五”收官年特种客户订单加速,high,[“十四五”收官年特种客户订单加速],mid,missing,603678_SH_火炬电子.md
603680,SH,今创集团,-33.67%,mid,+92.65%,high,↑,low,,missing,关停印度3C亏损业务,high,missing,603680_SH_今创集团.md
603682,SH,锦和商管,,missing,亏,low,-11.38%,high,商办市场租金下行,high,[商办市场租金下行],mid,missing,603682_SH_锦和商管.md
603683,SH,晶华新材,+27.62%,high,+57.57%,high,-27.65%,high,,missing,新能源汽车产销两旺（销量占比47.9%）,mid,missing,603683_SH_晶华新材.md
603687,SH,大胜达,,missing,,missing,,missing,精品烟包业务高增长,high,[精品烟包业务高增长],mid,missing,603687_SH_大胜达.md
603688,SH,石英股份,+3.24%,mid,-54.03%,high,↓,low,光伏行业产能过剩与供需错配,high,[光伏行业产能过剩与供需错配],mid,low,603688_SH_石英股份.md
603689,SH,皖天然气,+76.89%,high,-1.34%,mid,,missing,输售气量下降11.78%,high,[输售气量下降11.78%],mid,missing,603689_SH_皖天然气.md
603693,SH,江苏新能,+1.26%,mid,+21.73%,high,,missing,资产减值损失大幅减少,high,[资产减值损失大幅减少],high,missing,603693_SH_江苏新能.md
603696,SH,安记食品,+21.12%,high,,missing,↑,low,,missing,[贸易业务收入大增],mid,missing,603696_SH_安记食品.md
603697,SH,有友食品,+34.39%,high,,missing,+75.47%,high,渠道变革（四轮驱动）,high,[渠道变革（四轮驱动）],mid,missing,603697_SH_有友食品.md
603698,SH,航天工程,+23.67%,high,,missing,,missing,并购航天氢能并增持至62.6%,high,[并购航天氢能并增持至62.6%],mid,missing,603698_SH_航天工程.md
603700,SH,宁水集团,+30.0%,mid,+78.09%,high,,missing,周期换表窗口开启,high,[周期换表窗口开启],mid,missing,603700_SH_宁水集团.md
603701,SH,德宏股份,+265.69%,high,+21.16%,high,,missing,储能业务爆发式增长,high,[储能业务爆发式增长],mid,missing,603701_SH_德宏股份.md
603703,SH,盛洋科技,+10.77%,high,,missing,↑,low,射频电缆产品结构升级,high,[射频电缆产品结构升级],mid,missing,603703_SH_盛洋科技.md
603706,SH,东方环宇,-7.77%,high,+9.43%,high,,missing,供热业务毛利率大幅提升,high,[供热业务毛利率大幅提升],mid,missing,603706_SH_东方环宇.md
603708,SH,家家悦,+2.78%,mid,,missing,+29.2%,high,门店调改与运营优化,high,[门店调改与运营优化],mid,missing,603708_SH_家家悦.md
603712,SH,七一二,,missing,,missing,,missing,特殊机构用户需求阶段性波动,high,[特殊机构用户需求阶段性波动],mid,missing,603712_SH_七一二.md
603713,SH,密尔克卫,+37.75%,mid,,missing,+56.11%,high,MGM全球移动业务高增长,high,[MGM全球移动业务高增长],mid,missing,603713_SH_密尔克卫.md
603721,SH,_ST天择,,missing,盈,low,↑,low,IP爆款矩阵持续产出,high,[IP爆款矩阵持续产出],mid,missing,603721_SH__ST天择.md
603722,SH,阿科力,,missing,,missing,↓,low,聚醚胺行业产能过剩，价格战加剧,high,[聚醚胺行业产能过剩，价格战加剧],mid,missing,603722_SH_阿科力.md
603726,SH,朗迪集团,-16.13%,high,-16.13%,high,,missing,主业承压，营收下滑,high,[主业承压，营收下滑],high,missing,603726_SH_朗迪集团.md
603727,SH,博迈科,-28.0%,high,,missing,,missing,全球FPSO市场高景气,high,[全球FPSO市场高景气],mid,missing,603727_SH_博迈科.md
603728,SH,鸣志电器,+14.32%,high,-21.54%,high,,missing,空心杯电机与无刷电机业务高速增长,high,[空心杯电机与无刷电机业务高速增长],mid,missing,603728_SH_鸣志电器.md
603737,SH,三棵树,+3.49%,high,,missing,↑,low,家装墙面漆量价齐升,high,[家装墙面漆量价齐升],mid,missing,603737_SH_三棵树.md
603738,SH,泰晶科技,+14.94%,high,-40.37%,high,,missing,,missing,产品价格下行与成本刚性上升,mid,missing,603738_SH_泰晶科技.md
603739,SH,蔚蓝生物,+22.54%,mid,+11.45%,high,,missing,研发高投入,high,[非经常性损益依赖],mid,missing,603739_SH_蔚蓝生物.md
603755,SH,日辰股份,+15.7%,high,,missing,,missing,研发驱动新品放量,high,[研发驱动新品放量],mid,missing,603755_SH_日辰股份.md
603757,SH,大元泵业,+20.26%,high,-38.52%,high,,missing,新兴业务快速放量,high,[新兴业务快速放量],mid,missing,603757_SH_大元泵业.md
603758,SH,秦安股份,-15.48%,high,,missing,,missing,大宗商品涨价,high,[股票投资公允价值变动],mid,missing,603758_SH_秦安股份.md
603766,SH,隆鑫通用,+71.9%,mid,,missing,,missing,自主品牌（VOGE无极）高端化突破,high,[自主品牌（VOGE无极）高端化突破],mid,missing,603766_SH_隆鑫通用.md
603767,SH,中马传动,+0.55%,high,亏,low,,missing,金融资产公允价值变动,high,[金融资产公允价值变动],mid,missing,603767_SH_中马传动.md
603773,SH,沃格光电,+14.88%,high,,missing,+67.1%,high,传统显示业务稳健增长,high,[传统显示业务稳健增长],mid,missing,603773_SH_沃格光电.md
603778,SH,国晟科技,,missing,-786.95%,mid,-39.2%,high,,missing,光伏行业产能过剩、竞争激烈,mid,missing,603778_SH_国晟科技.md
603786,SH,科博达,+13.8%,high,,missing,,missing,中央计算平台和智驾域控产品放量,high,[中央计算平台和智驾域控产品放量],mid,missing,603786_SH_科博达.md
603787,SH,新日股份,+17.15%,high,,missing,,missing,新国标政策实施,high,[以旧换新政策刺激],mid,missing,603787_SH_新日股份.md
603788,SH,宁波高发,,missing,,missing,,missing,自主品牌市占率攀升至69.5%,high,[自主品牌市占率攀升至69.5%],mid,missing,603788_SH_宁波高发.md
603789,SH,_ST星农,+40.7%,high,,missing,,missing,收购苏州电中、中城汽车，构建双主业,high,[收购苏州电中、中城汽车，构建双主业],mid,missing,603789_SH__ST星农.md
603790,SH,雅运股份,+10.0%,high,,missing,,missing,海外业务扩张,high,[成本控制与供应链管理],mid,missing,603790_SH_雅运股份.md
603798,SH,康普顿,-10.84%,high,,missing,,missing,新能源汽车渗透率提升,high,[新能源汽车渗透率提升],mid,missing,603798_SH_康普顿.md
603799,SH,华友钴业,,missing,,missing,,missing,,missing,2026-04-23,mid,missing,603799_SH_华友钴业.md
603806,SH,福斯特,-21.31%,high,,missing,,missing,,missing,全球光伏装机持续增长，2025年新增约580GW,mid,missing,603806_SH_福斯特.md
603808,SH,歌力思,+5.6%,mid,,missing,,missing,,missing,[多品牌矩阵协同效应],mid,missing,603808_SH_歌力思.md
603809,SH,豪能股份,+14.0%,high,-13.89%,high,,missing,新能源汽车渗透率提升,high,[新能源汽车渗透率提升],mid,missing,603809_SH_豪能股份.md
603811,SH,诚意药业,+13.72%,high,+37.06%,high,,missing,核心产品集采放量,high,[核心产品集采放量],mid,missing,603811_SH_诚意药业.md
603813,SH,_ST原尚,+53.35%,mid,,missing,,missing,传统燃油车市场萎缩,high,[传统燃油车市场萎缩],mid,missing,603813_SH__ST原尚.md
603816,SH,顾家家居,+31.19%,mid,,missing,,missing,品类聚焦与结构突破,high,[品类聚焦与结构突破],mid,missing,603816_SH_顾家家居.md
603817,SH,海峡环保,+13.24%,high,,missing,↑,low,水价调整与前期服务费补差,high,[水价调整与前期服务费补差],mid,missing,603817_SH_海峡环保.md
603822,SH,ST嘉澳,,missing,盈,low,,missing,连云港嘉澳生物航煤项目投产并获出口许可,high,[连云港嘉澳生物航煤项目投产并获出口许可],mid,missing,603822_SH_ST嘉澳.md
603823,SH,百合花,-10.52%,high,-11.24%,mid,,missing,下游需求疲软，销量下滑,high,[下游需求疲软，销量下滑],high,missing,603823_SH_百合花.md
603825,SH,ST华扬,-31.49%,high,,missing,,missing,国资入主后战略收缩,high,[国资入主后战略收缩],mid,missing,603825_SH_ST华扬.md
603826,SH,坤彩科技,,missing,,missing,,missing,,missing,,missing,missing,603826_SH_坤彩科技.md
603848,SH,好太太,,missing,-18.22%,high,,missing,行业增速换挡与价格下沉,high,[行业增速换挡与价格下沉],mid,missing,603848_SH_好太太.md
603856,SH,东宏股份,,missing,-302.58%,mid,+302.58%,high,信用减值损失大幅转回,high,[信用减值损失大幅转回],high,missing,603856_SH_东宏股份.md
603859,SH,能科科技,+49.91%,high,,missing,,missing,“All in AI”战略全面落地,high,[“All in AI”战略全面落地],mid,missing,603859_SH_能科科技.md
603860,SH,中公高科,+11.87%,mid,,missing,+49.5%,high,,missing,公司成功研发第六代多功能路况快速检测系统（CiCS VI），,mid,missing,603860_SH_中公高科.md
603861,SH,白云电器,,missing,,missing,+185.69%,high,产品结构优化,high,[客户回款放缓+大额订单采购增加],mid,missing,603861_SH_白云电器.md
603867,SH,新化股份,+39.0%,high,,missing,,missing,脂肪胺销量增长8.2%,high,[脂肪胺销量增长8.2%],mid,missing,603867_SH_新化股份.md
603869,SH,ST智知,+11.33%,mid,-40.76%,mid,,missing,聚焦聚安网平台战略,high,[聚焦聚安网平台战略],mid,missing,603869_SH_ST智知.md
603871,SH,嘉友国际,+24.38%,mid,-10.6%,high,,missing,非洲陆港项目从建设转入运营,high,[非洲陆港项目从建设转入运营],mid,missing,603871_SH_嘉友国际.md
603878,SH,武进不锈,+8.49%,mid,,missing,,missing,行业竞争加剧 & 下游需求萎缩,high,[行业竞争加剧 & 下游需求萎缩],mid,missing,603878_SH_武进不锈.md
603879,SH,永悦科技,-10.96%,mid,,missing,,missing,核心主业不饱和聚酯树脂毛利率微增,high,[核心主业不饱和聚酯树脂毛利率微增],mid,missing,603879_SH_永悦科技.md
603881,SH,数据港,+98.3%,high,-15.17%,high,,missing,客户高度集中,high,客户单一依赖是最大命门,mid,missing,603881_SH_数据港.md
603882,SH,金域医学,-16.12%,high,,missing,+32.62%,high,医保控费与DRG/DIP支付改革深化,high,[医保控费与DRG/DIP支付改革深化],mid,missing,603882_SH_金域医学.md
603883,SH,老百姓,,missing,-1.0%,high,+55.08%,high,行业出清加速，头部集中,high,[行业出清加速，头部集中],mid,missing,603883_SH_老百姓.md
603885,SH,吉祥航空,+37.57%,mid,,missing,,missing,国际航线大幅扩张,high,[国际航线大幅扩张],mid,missing,603885_SH_吉祥航空.md
603886,SH,元祖股份,-10.08%,high,,missing,,missing,消费降级与市场饱和,high,[消费降级与市场饱和],mid,missing,603886_SH_元祖股份.md
603887,SH,城地香江,-73.0%,mid,,missing,,missing,IDC综合解决方案订单集中交付,high,[IDC综合解决方案订单集中交付],mid,missing,603887_SH_城地香江.md
603889,SH,新澳股份,+19.26%,high,,missing,,missing,羊绒业务量价齐升,high,[羊绒业务量价齐升],mid,missing,603889_SH_新澳股份.md
603890,SH,春秋电子,+11.34%,high,+169.55%,high,,missing,AIPC渗透率提升+Windows系统更,high,[AIPC渗透率提升+Windows系统更新],mid,missing,603890_SH_春秋电子.md
603893,SH,瑞芯微,+40.36%,high,,missing,,missing,AIoT 2.0时代，端侧大模型需求爆发,high,[AIoT 2.0时代，端侧大模型需求爆发],mid,missing,603893_SH_瑞芯微.md
603895,SH,天永智能,+13.52%,high,盈,low,-15.22%,high,锂电业务大幅收缩与人员优化,high,[锂电业务大幅收缩与人员优化],mid,low,603895_SH_天永智能.md
603897,SH,长城科技,-3.07%,high,+33.62%,high,↑,low,铜价波动与库存管理,high,[铜价波动与库存管理],mid,low,603897_SH_长城科技.md
603899,SH,晨光股份,+3.45%,high,-6.12%,high,,missing,科力普集团营收突破150亿，同比增长9%,high,[科力普集团营收突破150亿，同比增长9%],mid,missing,603899_SH_晨光股份.md
603900,SH,莱绅通灵,+25.11%,high,盈,low,,missing,意大利织金工艺差异化定位,high,[意大利织金工艺差异化定位],mid,missing,603900_SH_莱绅通灵.md
603906,SH,龙蟠科技,+16.42%,high,,missing,,missing,磷酸铁锂出货量增长,high,[磷酸铁锂出货量增长],mid,missing,603906_SH_龙蟠科技.md
603912,SH,佳力图,,missing,亏,low,,missing,上游原材料涨价+市场竞争加剧,high,[上游原材料涨价+市场竞争加剧],mid,missing,603912_SH_佳力图.md
603916,SH,苏博特,+2.48%,mid,,missing,-36.17%,high,行业集中度提升,high,[“顾问式营销”模式],mid,missing,603916_SH_苏博特.md
603917,SH,合力科技,+28.75%,high,盈,low,,missing,出口业务爆发,high,[定增募投项目推进],mid,missing,603917_SH_合力科技.md
603919,SH,金徽酒,-40.26%,high,,missing,,missing,行业深度调整与消费降级,high,[行业深度调整与消费降级],mid,missing,603919_SH_金徽酒.md
603920,SH,世运电路,+11.05%,mid,+1.37%,high,,missing,,missing,公司持续优化产品结构，高附加值产品占比提升,mid,missing,603920_SH_世运电路.md
603929,SH,亚翔集成,-8.81%,high,+40.3%,high,,missing,海外市场高毛利项目放量,high,[海外市场高毛利项目放量],mid,missing,603929_SH_亚翔集成.md
603931,SH,格林达,-4.6%,high,,missing,-43.38%,high,下游面板厂控产保价,high,[下游面板厂控产保价],mid,missing,603931_SH_格林达.md
603937,SH,丽岛新材,+94.0%,mid,,missing,,missing,安徽丽岛产能爬坡，收入大增但巨额亏损,high,[安徽丽岛产能爬坡，收入大增但巨额亏损],high,missing,603937_SH_丽岛新材.md
603939,SH,益丰药房,+1.54%,high,+9.81%,high,,missing,门店网络优化与降本增效,high,[门店网络优化与降本增效],mid,missing,603939_SH_益丰药房.md
603950,SH,长源东谷,+23.29%,mid,,missing,,missing,,missing,国内新能源汽车渗透率突破50%，混动车型成为重要增长极,mid,missing,603950_SH_长源东谷.md
603955,SH,大千生态,,missing,,missing,↑,low,新业务扩张（宠物+文旅）,high,[新业务扩张（宠物+文旅）],mid,missing,603955_SH_大千生态.md
603956,SH,威派格,+27.16%,mid,,missing,↑,low,TOG业务项目验收延迟,high,[TOG业务项目验收延迟],mid,missing,603956_SH_威派格.md
603958,SH,哈森股份,,missing,盈,low,,missing,收购苏州郎克斯/江苏哈森工业,high,[收购苏州郎克斯/江苏哈森工业],mid,missing,603958_SH_哈森股份.md
603959,SH,ST百利,+11.44%,mid,,missing,,missing,新签业务订单减少及项目放缓,high,[新签业务订单减少及项目放缓],mid,missing,603959_SH_ST百利.md
603960,SH,克来机电,,missing,-17.67%,mid,-17.67%,high,下游汽车行业竞争加剧,high,[下游汽车行业竞争加剧],mid,missing,603960_SH_克来机电.md
603966,SH,法兰泰克,,missing,,missing,+137.0%,high,下游高景气赛道共振,high,[下游高景气赛道共振],mid,missing,603966_SH_法兰泰克.md
603967,SH,中创物流,-25.24%,high,-37.75%,mid,,missing,国际海运价格下跌,high,[国际海运价格下跌],mid,missing,603967_SH_中创物流.md
603968,SH,醋化股份,-10.93%,high,,missing,,missing,行业“内卷”式竞争加剧,high,[行业“内卷”式竞争加剧],mid,missing,603968_SH_醋化股份.md
603969,SH,银龙股份,,missing,+54.51%,high,,missing,国家基建投资持续高位,high,[国家基建投资持续高位],mid,missing,603969_SH_银龙股份.md
603970,SH,中农立华,+6.09%,high,-15.17%,high,↓,low,,missing,核心风险在于“增收不增利”与现金流恶化,high,missing,603970_SH_中农立华.md
603976,SH,正川股份,+684.9%,mid,-64.5%,high,,missing,医药集采政策深化与医保控费,high,[医药集采政策深化与医保控费],mid,missing,603976_SH_正川股份.md
603977,SH,国泰集团,,missing,,missing,+500.0%,high,民爆主业降本增效 & 轨交信息化开源节流,high,[民爆主业降本增效 & 轨交信息化开源节流],mid,missing,603977_SH_国泰集团.md
603982,SH,泉峰汽车,+14.31%,high,,missing,-59.12%,high,前期高额资本开支（安徽、匈牙利基地）,high,[前期高额资本开支（安徽、匈牙利基地）],mid,missing,603982_SH_泉峰汽车.md
603983,SH,丸美生物,+16.48%,high,-27.63%,high,,missing,线上流量成本高企,high,[线上流量成本高企],mid,missing,603983_SH_丸美生物.md
603985,SH,恒润股份,,missing,盈,low,,missing,风电行业景气度回升,high,[风电行业景气度回升],mid,missing,603985_SH_恒润股份.md
603986,SH,兆易创新,+26.41%,high,,missing,,missing,存储行业周期向上，海外大厂退出利基市场,high,[存储行业周期向上，海外大厂退出利基市场],mid,missing,603986_SH_兆易创新.md
603987,SH,康德莱,+1.63%,high,,missing,+39.37%,high,全产业链与规模化制造优势,high,[全产业链与规模化制造优势],mid,missing,603987_SH_康德莱.md
603990,SH,麦迪科技,+4.5%,mid,盈,low,↑,low,剥离亏损光伏业务,high,[剥离亏损光伏业务],high,low,603990_SH_麦迪科技.md
603991,SH,至正股份,,missing,,missing,,missing,重大资产重组完成，置入AAMI,high,[重大资产重组完成，置入AAMI],mid,missing,603991_SH_至正股份.md
603992,SH,松霖科技,-54.0%,high,,missing,,missing,IDM业务营收下滑,high,[IDM业务营收下滑],high,missing,603992_SH_松霖科技.md
603993,SH,洛阳钼业,,missing,,missing,,missing,铜钴量价齐升,high,[“矿山+贸易”双轮协同],mid,missing,603993_SH_洛阳钼业.md
603995,SH,甬金股份,+49.52%,high,+7.67%,high,-4.77%,high,,missing,不锈钢行业供需失衡，价格低迷,mid,missing,603995_SH_甬金股份.md
603998,SH,方盛制药,,missing,+20.0%,high,↑,low,核心产品放量,high,核心风险在于集采降价与新品放量不及预期的双重挤压,high,missing,603998_SH_方盛制药.md
605001,SH,威奥股份,+16.77%,high,+55.0%,high,↓,low,动车组及城轨地铁车辆配套产品订单增加,high,[动车组及城轨地铁车辆配套产品订单增加],mid,low,605001_SH_威奥股份.md
605005,SH,合兴股份,+9.09%,high,,missing,-12.64%,high,原材料成本上升,high,[产能扩张与全球化布局],mid,missing,605005_SH_合兴股份.md
605006,SH,山东玻纤,+23.87%,high,,missing,+217.57%,high,新产能释放与销量增长,high,[新产能释放与销量增长],mid,missing,605006_SH_山东玻纤.md
605007,SH,五洲特纸,+16.05%,high,-32.36%,high,,missing,湖北基地产能集中释放,high,[湖北基地产能集中释放],mid,missing,605007_SH_五洲特纸.md
605011,SH,杭州热电,-5.47%,high,,missing,,missing,煤炭价格下行,high,[原材料价格联动机制],mid,missing,605011_SH_杭州热电.md
605016,SH,百龙创园,,missing,,missing,,missing,,missing,2026-04-23,mid,missing,605016_SH_百龙创园.md
605018,SH,长华集团,+9.34%,high,-16.22%,high,,missing,冲焊件销量增加但收入下降,high,[冲焊件销量增加但收入下降],mid,missing,605018_SH_长华集团.md
605020,SH,永和股份,+9.93%,high,,missing,,missing,HFCs生产配额制度严格执行,high,[HFCs生产配额制度严格执行],mid,missing,605020_SH_永和股份.md
605028,SH,世茂能源,,missing,-31.42%,high,,missing,煤热价格联动机制,high,[煤热价格联动机制],mid,missing,605028_SH_世茂能源.md
605050,SH,福然德,,missing,+23.66%,high,,missing,汽车行业景气度提升,high,[汽车行业景气度提升],mid,missing,605050_SH_福然德.md
605056,SH,咸亨国际,+69.11%,mid,,missing,↑,low,电网“十五五”投资规划大幅增长,high,[电网“十五五”投资规划大幅增长],mid,missing,605056_SH_咸亨国际.md
605060,SH,联德股份,+40.38%,mid,,missing,,missing,全工序一体化“铸造+精加工”能力,high,[全工序一体化“铸造+精加工”能力],mid,missing,605060_SH_联德股份.md
605066,SH,天正电气,+22.0%,mid,-3.57%,high,,missing,白银等大宗原材料价格上涨,high,[白银等大宗原材料价格上涨],mid,missing,605066_SH_天正电气.md
605068,SH,明新旭腾,+4.64%,high,盈,low,,missing,诉讼胜诉，信用减值转回,high,[诉讼胜诉，信用减值转回],high,missing,605068_SH_明新旭腾.md
